level,hanja,mean,pron,hms
3ii,霜,서리,상,서리 상
3ii,裳,치마,상,치마 상
3ii,桑,뽕나무,상,뽕나무 상
3ii,喪,잃을,상,잃을 상
3ii,詳,자세할,상,자세할 상
3ii,尙,오히려,상,오히려 상
3ii,像,모양,상,모양 상
3ii,償,갚을,상,갚을 상
3__,祥,상서,상,상서 상
3__,嘗,맛볼,상,맛볼 상
7__,色,빛,색,빛 색
3ii,索,찾을,색,찾을 색|노 삭
3ii,塞,막힐,색,막힐 색|변방 새
8__,生,날,생,날 생
8__,西,서녘,서,서녘 서
6ii,書,글,서,글 서
5__,序,차례,서,차례 서
3ii,恕,용서할,서,용서할 서
3ii,緖,실마리,서,실마리 서
3ii,徐,천천할,서,천천할 서
3ii,署,마을,서,마을 서
3__,暑,더울,서,더울 서
3__,敍,펼,서,펼 서
3__,逝,갈,서,갈 서
3__,庶,여러,서,여러 서
3__,誓,맹세할,서,맹세할 서
7__,夕,저녁,석,저녁 석
6__,席,자리,석,자리 석
6__,石,돌,석,돌 석
3ii,惜,아낄,석,아낄 석
3ii,釋,풀,석,풀 석
3__,昔,예,석,예 석
3__,析,쪼갤,석,쪼갤 석
8__,先,먼저,선,먼저 선
6ii,線,줄,선,줄 선
5ii,鮮,고울,선,고울 선
5ii,仙,신선,선,신선 선
5__,善,착할,선,착할 선
5__,選,가릴,선,가릴 선
5__,船,배,선,배 선
4__,宣,베풀,선,베풀 선
3ii,禪,선,선,선 선
3ii,旋,돌,선,돌 선
6ii,雪,눈,설,눈 설
5ii,說,말씀,설,말씀 설|달랠 세
4ii,設,베풀,설,베풀 설
4__,舌,혀,설,혀 설
3__,攝,다스릴/잡을,섭,다스릴/잡을 섭
3__,涉,건널,섭,건널 섭
7ii,姓,성,성,성 성
6ii,成,이룰,성,이룰 성
6ii,省,살필,성,살필 성|덜 생
5ii,性,성품,성,성품 성
4ii,誠,정성,성,정성 성
4ii,聲,소리,성,소리 성
4ii,盛,성할,성,성할 성
4ii,聖,성인,성,성인 성
4ii,城,재,성,재 성
4ii,星,별,성,별 성
7ii,世,인간,세,인간 세
5ii,洗,씻을,세,씻을 세
5ii,歲,해,세,해 세
4ii,勢,형세,세,형세 세
4ii,稅,세금,세,세금 세
4ii,細,가늘,세,가늘 세
8__,小,작을,소,작을 소
7__,少,적을,소,적을 소
7__,所,바,소,바 소
6ii,消,사라질,소,사라질 소
4ii,笑,웃음,소,웃음 소
4ii,掃,쓸,소,쓸 소
4ii,素,본디/흴,소,본디/흴 소
3ii,訴,호소할,소,호소할 소
3ii,燒,사를,소,사를 소
3ii,疏,소통할,소,소통할 소
3ii,蘇,되살아날,소,되살아날 소
3__,召,부를,소,부를 소
3__,昭,밝을,소,밝을 소
3__,蔬,나물,소,나물 소
3__,騷,떠들,소,떠들 소
6__,速,빠를,속,빠를 속
5ii,束,묶을,속,묶을 속
4ii,續,이을,속,이을 속
4ii,俗,풍속,속,풍속 속
4__,屬,붙일,속,붙일 속
3__,粟,조,속,조 속
6__,孫,손자,손,손자 손
4__,損,덜,손,덜 손
4ii,送,보낼,송,보낼 송
4__,頌,기릴/칭송할,송,기릴/칭송할 송
4__,松,소나무,송,소나무 송
3ii,訟,송사할,송,송사할 송
3__,誦,욀,송,욀 송
3ii,鎖,쇠사슬,쇄,쇠사슬 쇄
3ii,刷,인쇄할,쇄,인쇄할 쇄
3ii,衰,쇠할,쇠,쇠할 쇠
8__,水,물,수,물 수
7ii,手,손,수,손 수
7__,數,셈,수,셈 수
6__,樹,나무,수,나무 수
5ii,首,머리,수,머리 수
4ii,修,닦을,수,닦을 수
4ii,受,받을,수,받을 수
4ii,守,지킬,수,지킬 수
4ii,授,줄,수,줄 수
4ii,收,거둘,수,거둘 수
4__,秀,빼어날,수,빼어날 수
3ii,愁,근심,수,근심 수
3ii,壽,목숨,수,목숨 수
3ii,帥,장수,수,장수 수
3ii,殊,다를,수,다를 수
3ii,輸,보낼,수,보낼 수
3ii,隨,따를,수,따를 수
3ii,需,쓰일/쓸,수,쓰일/쓸 수
3ii,垂,드리울,수,드리울 수
3ii,獸,짐승,수,짐승 수
3__,睡,졸음,수,졸음 수
3__,須,모름지기,수,모름지기 수
3__,雖,비록,수,비록 수
3__,誰,누구,수,누구 수
3__,搜,찾을,수,찾을 수
3__,囚,가둘,수,가둘 수
3__,遂,드디어,수,드디어 수
5ii,宿,잘,숙,잘 숙|별자리 수
4__,叔,아재비,숙,아재비 숙
4__,肅,엄숙할,숙,엄숙할 숙
3ii,淑,맑을,숙,맑을 숙
3ii,熟,익을,숙,익을 숙
3__,孰,누구,숙,누구 숙
5ii,順,순할,순,순할 순
4ii,純,순수할,순,순수할 순
3ii,旬,열흘,순,열흘 순
3ii,瞬,눈깜짝일,순,눈깜짝일 순
3ii,巡,돌/순행할,순,돌/순행할 순
3__,循,돌,순,돌 순
3__,殉,따라죽을,순,따라죽을 순
3__,脣,입술,순,입술 순
6ii,術,재주,술,재주 술
3ii,述,펼,술,펼 술
3__,戌,개,술,개 술
4__,崇,높을,숭,높을 숭
6__,習,익힐,습,익힐 습
3ii,濕,젖을,습,젖을 습
3ii,拾,주울,습,주울 습|열 십
3ii,襲,엄습할,습,엄습할 습
6__,勝,이길,승,이길 승
4ii,承,이을,승,이을 승
3ii,乘,탈,승,탈 승
3ii,昇,오를,승,오를 승
3ii,僧,중,승,중 승
7ii,時,때,시,때 시
7ii,市,저자,시,저자 시
6ii,始,비로소,시,비로소 시
5__,示,보일,시,보일 시
4ii,詩,시,시,시 시
4ii,試,시험,시,시험 시
4ii,視,볼,시,볼 시
4ii,施,베풀,시,베풀 시
4ii,是,이/옳을,시,이/옳을 시
3ii,侍,모실,시,모실 시
3__,矢,화살,시,화살 시
7ii,食,밥/먹을,식,밥/먹을 식
7__,植,심을,식,심을 식
6__,式,법,식,법 식
5ii,識,알,식,알 식
4ii,息,쉴,식,쉴 식
3ii,飾,꾸밀,식,꾸밀 식
6ii,身,몸,신,몸 신
6ii,神,귀신,신,귀신 신
6ii,信,믿을,신,믿을 신
6ii,新,새,신,새 신
5ii,臣,신하,신,신하 신
4ii,申,납,신,납 신
3ii,愼,삼갈,신,삼갈 신
3__,辛,매울,신,매울 신
3__,伸,펼,신,펼 신
3__,晨,새벽,신,새벽 신
8__,室,집,실,집 실
6__,失,잃을,실,잃을 실
5ii,實,열매,실,열매 실
7__,心,마음,심,마음 심
4ii,深,깊을,심,깊을 심
3ii,甚,심할,심,심할 심
3ii,審,살필,심,살필 심
3__,尋,찾을,심,찾을 심
8__,十,열,십,열 십
3ii,雙,두,쌍,두 쌍
4__,氏,각시/성씨,씨,각시/성씨 씨
5ii,兒,아이,아,아이 아
3ii,雅,맑을,아,맑을 아
3ii,我,나,아,나 아
3ii,阿,언덕,아,언덕 아
3ii,亞,버금,아,버금 아
3ii,芽,싹,아,싹 아
3ii,牙,어금니,아,어금니 아
3__,餓,주릴,아,주릴 아
5ii,惡,악할,악,악할 악|미워할 오
3__,岳,큰산,악,큰산 악
7ii,安,편안,안,편안 안
5__,案,책상,안,책상 안
4ii,眼,눈,안,눈 안
3ii,顔,낯,안,낯 안
3ii,岸,언덕,안,언덕 안
3__,雁,기러기,안,기러기 안
3__,謁,뵐,알,뵐 알
4ii,暗,어두울,암,어두울 암
3ii,巖,바위,암,바위 암
4ii,壓,누를,압,누를 압
3__,押,누를,압,누를 압
3ii,仰,우러를,앙,우러를 앙
3ii,央,가운데,앙,가운데 앙
3__,殃,재앙,앙,재앙 앙
6__,愛,사랑,애,사랑 애
3ii,哀,슬플,애,슬플 애
3__,涯,물가,애,물가 애
4ii,液,진,액,진 액
4__,額,이마,액,이마 액
3__,厄,액,액,액 액
6__,夜,밤,야,밤 야
6__,野,들,야,들 야
3__,也,이끼/어조사,야,이끼/어조사 야
3__,耶,어조사,야,어조사 야
6ii,弱,약할,약,약할 약
6ii,藥,약,약,약 약
5ii,約,맺을,약,맺을 약
3ii,若,같을,약,같을 약|반야 야
3__,躍,뛸,약,뛸 약
6__,陽,볕,양,볕 양
6__,洋,큰바다,양,큰바다 양
5ii,養,기를,양,기를 양
4ii,羊,양,양,양 양
4__,樣,모양,양,모양 양
3ii,讓,사양할,양,사양할 양
3ii,壤,흙덩이,양,흙덩이 양
3ii,揚,날릴,양,날릴 양
3__,楊,버들,양,버들 양
7__,語,말씀,어,말씀 어
5__,漁,고기잡을,어,고기잡을 어
5__,魚,고기/물고기,어,고기/물고기 어
3ii,御,거느릴,어,거느릴 어
3__,於,어조사,어,어조사 어|탄식할 오
5__,億,억,억,억 억
3ii,憶,생각할,억,생각할 억
3ii,抑,누를,억,누를 억
6__,言,말씀,언,말씀 언
3__,焉,어찌,언,어찌 언
4__,嚴,엄할,엄,엄할 엄
6ii,業,업,업,업 업
4ii,餘,남을,여,남을 여
4ii,如,같을,여,같을 여
4__,與,더불/줄,여,더불/줄 여
3__,輿,수레,여,수레 여
3__,汝,너,여,너 여
3__,余,나,여,나 여
3__,予,나,여,나 여
4ii,逆,거스릴,역,거스릴 역
4__,域,지경,역,지경 역
4__,易,바꿀,역,바꿀 역|쉬울 이
3ii,疫,전염병,역,전염병 역
3ii,亦,또,역,또 역
3ii,役,부릴,역,부릴 역
3ii,譯,번역할,역,번역할 역
3ii,驛,역,역,역 역
7__,然,그럴,연,그럴 연
4ii,煙,연기,연,연기 연
4ii,硏,갈,연,갈 연
4ii,演,펼,연,펼 연
4__,燃,탈,연,탈 연
4__,鉛,납,연,납 연
4__,緣,인연,연,인연 연
4__,延,늘일,연,늘일 연
3ii,沿,물따라갈/따를,연,물따라갈/따를 연
3ii,軟,연할,연,연할 연
3ii,宴,잔치,연,잔치 연
3ii,燕,제비,연,제비 연
5__,熱,더울,열,더울 열
3ii,悅,기쁠,열,기쁠 열
3__,閱,볼,열,볼 열
3ii,染,물들,염,물들 염
3ii,鹽,소금,염,소금 염
3ii,炎,불꽃,염,불꽃 염
5__,葉,잎,엽,잎 엽
6__,英,꽃부리,영,꽃부리 영
6__,永,길,영,길 영
4ii,榮,영화,영,영화 영
4__,迎,맞을,영,맞을 영
4__,映,비칠,영,비칠 영
4__,營,경영할,영,경영할 영
3ii,影,그림자,영,그림자 영
3__,詠,읊을,영,읊을 영
3__,泳,헤엄칠,영,헤엄칠 영
4ii,藝,재주,예,재주 예
4__,豫,미리,예,미리 예
3ii,譽,기릴/명예,예,기릴/명예 예
3__,銳,날카로울,예,날카로울 예
8__,五,다섯,오,다섯 오
7ii,午,낮,오,낮 오
4ii,誤,그르칠,오,그르칠 오
3ii,烏,까마귀,오,까마귀 오
3ii,悟,깨달을,오,깨달을 오
3__,嗚,슬플,오,슬플 오
3__,娛,즐길,오,즐길 오
3__,吾,나,오,나 오
3__,傲,거만할,오,거만할 오
3__,汚,더러울,오,더러울 오
5__,屋,집,옥,집 옥
4ii,玉,구슬,옥,구슬 옥
3ii,獄,옥,옥,옥 옥
6__,溫,따뜻할,온,따뜻할 온
3__,擁,낄,옹,낄 옹
3__,翁,늙은이,옹,늙은이 옹
3ii,瓦,기와,와,기와 와
3__,臥,누울,와,누울 와
5__,完,완전할,완,완전할 완
3ii,緩,느릴,완,느릴 완
3__,曰,가로,왈,가로 왈
8__,王,임금,왕,임금 왕
4ii,往,갈,왕,갈 왕
8__,外,바깥,외,바깥 외
3__,畏,두려워할,외,두려워할 외
5ii,要,요긴할,요,요긴할 요
5__,曜,빛날,요,빛날 요
4ii,謠,노래,요,노래 요
3__,遙,멀,요,멀 요
3__,腰,허리,요,허리 요
3__,搖,흔들,요,흔들 요
5__,浴,목욕할,욕,목욕할 욕
3ii,慾,욕심,욕,욕심 욕
3ii,欲,하고자할,욕,하고자할 욕
3ii,辱,욕될,욕,욕될 욕
6ii,勇,날랠,용,날랠 용
6ii,用,쓸,용,쓸 용
4ii,容,얼굴,용,얼굴 용
3__,庸,떳떳할,용,떳떳할 용
7ii,右,오를/오른(쪽),우,오를/오른(쪽) 우
5ii,友,벗,우,벗 우
5ii,雨,비,우,비 우
5__,牛,소,우,소 우
4__,優,넉넉할,우,넉넉할 우
4__,遇,만날,우,만날 우
4__,郵,우편,우,우편 우
3ii,憂,근심,우,근심 우
3ii,偶,짝,우,짝 우
3ii,宇,집,우,집 우
3ii,愚,어리석을,우,어리석을 우
3ii,羽,깃,우,깃 우
3__,于,어조사,우,어조사 우
3__,尤,더욱,우,더욱 우
3__,又,또,우,또 우
6ii,運,옮길,운,옮길 운
5ii,雲,구름,운,구름 운
3ii,韻,운,운,운 운
3__,云,이를,운,이를 운
5__,雄,수컷,웅,수컷 웅
6__,園,동산,원,동산 원
6__,遠,멀,원,멀 원
5ii,元,으뜸,원,으뜸 원
5__,原,언덕,원,언덕 원
5__,院,집,원,집 원
5__,願,원할,원,원할 원
4ii,圓,둥글,원,둥글 원
4ii,員,인원,원,인원 원
4__,怨,원망할,원,원망할 원
4__,援,도울,원,도울 원
4__,源,근원,원,근원 원
8__,月,달,월,달 월
3ii,越,넘을,월,넘을 월
5ii,偉,클,위,클 위
5__,位,자리,위,자리 위
4ii,衛,지킬,위,지킬 위
4ii,爲,하/할,위,하/할 위
4__,圍,에워쌀,위,에워쌀 위
4__,委,맡길,위,맡길 위
4__,威,위엄,위,위엄 위
4__,慰,위로할,위,위로할 위
4__,危,위태할,위,위태할 위
3ii,胃,밥통,위,밥통 위
3ii,僞,거짓,위,거짓 위
3ii,謂,이를,위,이를 위
3__,違,어긋날,위,어긋날 위
3__,緯,씨,위,씨 위
7__,有,있을,유,있을 유
6__,由,말미암을,유,말미암을 유
6__,油,기름,유,기름 유
4__,遊,놀,유,놀 유
4__,乳,젖,유,젖 유
4__,儒,선비,유,선비 유
4__,遺,남길,유,남길 유
3ii,猶,오히려,유,오히려 유
3ii,幽,그윽할,유,그윽할 유
3ii,幼,어릴,유,어릴 유
3ii,柔,부드러울,유,부드러울 유
3ii,維,벼리,유,벼리 유
3ii,裕,넉넉할,유,넉넉할 유
3ii,誘,꾈,유,꾈 유
3ii,悠,멀,유,멀 유
3__,唯,오직,유,오직 유
3__,酉,닭,유,닭 유
3__,愈,나을,유,나을 유
3__,惟,생각할,유,생각할 유
7__,育,기를,육,기를 육
4ii,肉,고기,육,고기 육
3ii,潤,불을,윤,불을 윤
3__,閏,윤달,윤,윤달 윤
6__,銀,은,은,은 은
4ii,恩,은혜,은,은혜 은
4__,隱,숨을,은,숨을 은
3ii,乙,새,을,새 을
6ii,音,소리,음,소리 음
6ii,飮,마실,음,마실 음
4ii,陰,그늘,음,그늘 음
3ii,淫,음란할,음,음란할 음
3__,吟,읊을,음,읊을 음
7__,邑,고을,읍,고을 읍
3__,泣,울,읍,울 읍
4ii,應,응할,응,응할 응
3__,凝,엉길,응,엉길 응
6ii,意,뜻,의,뜻 의
6__,醫,의원,의,의원 의
6__,衣,옷,의,옷 의
4ii,議,의논할,의,의논할 의
4ii,義,옳을,의,옳을 의
4__,依,의지할,의,의지할 의
4__,儀,거동,의,거동 의
4__,疑,의심할,의,의심할 의
3__,矣,어조사,의,어조사 의
3__,宜,마땅,의,마땅 의
8__,二,두,이,두 이
5ii,以,써,이,써 이
5__,耳,귀,이,귀 이
4ii,移,옮길,이,옮길 이
4__,異,다를,이,다를 이
3ii,已,이미,이,이미 이
3__,而,말이을,이,말이을 이
3__,夷,오랑캐,이,오랑캐 이
4ii,益,더할,익,더할 익
3ii,翼,날개,익,날개 익
8__,人,사람,인,사람 인
5__,因,인할,인,인할 인
4ii,印,도장,인,도장 인
4ii,引,끌,인,끌 인
4ii,認,알,인,알 인
4__,仁,어질,인,어질 인
3ii,忍,참을,인,참을 인
3__,寅,범/동방,인,범/동방 인
3__,姻,혼인,인,혼인 인
8__,一,한,일,한 일
8__,日,날,일,날 일
3ii,逸,편안할,일,편안할 일
5ii,任,맡길,임,맡길 임
3ii,壬,북방,임,북방 임
3ii,賃,품삯,임,품삯 임
7__,入,들,입,들 입
7ii,子,아들,자,아들 자
7ii,自,스스로,자,스스로 자
7__,字,글자,자,글자 자
6__,者,놈,자,놈 자
4__,資,재물,자,재물 자
4__,姿,모양,자,모양 자
4__,姉,손윗누이,자,손윗누이 자
3ii,紫,자줏빛,자,자줏빛 자
3ii,慈,사랑,자,사랑 자
3ii,刺,찌를,자,찌를 자|찌를 척
3__,恣,마음대로/방자할,자,마음대로/방자할 자
3__,玆,이,자,이 자
6ii,作,지을,작,지을 작
6ii,昨,어제,작,어제 작
3__,酌,술부을/잔질할,작,술부을/잔질할 작
3__,爵,벼슬,작,벼슬 작
4__,殘,남을,잔,남을 잔
3ii,暫,잠깐,잠,잠깐 잠
3ii,潛,잠길,잠,잠길 잠
4__,雜,섞일,잡,섞일 잡
8__,長,긴,장,긴 장
7ii,場,마당,장,마당 장
6__,章,글,장,글 장
4ii,將,장수,장,장수 장
4ii,障,막을,장,막을 장
4__,獎,장려할,장,장려할 장
4__,裝,꾸밀,장,꾸밀 장
4__,腸,창자,장,창자 장
4__,張,베풀,장,베풀 장
4__,壯,장할,장,장할 장
4__,帳,장막,장,장막 장
3ii,莊,씩씩할,장,씩씩할 장
3ii,葬,장사지낼,장,장사지낼 장
3ii,臟,오장,장,오장 장
3ii,粧,단장할,장,단장할 장
3ii,掌,손바닥,장,손바닥 장
3ii,丈,어른,장,어른 장
3ii,藏,감출,장,감출 장
3__,墻,담,장,담 장
6ii,才,재주,재,재주 재
6__,在,있을,재,있을 재
5ii,財,재물,재,재물 재
5ii,材,재목,재,재목 재
5__,災,재앙,재,재앙 재
5__,再,두,재,두 재
3ii,栽,심을,재,심을 재
3ii,裁,옷마를,재,옷마를 재
3ii,載,실을,재,실을 재
3__,哉,어조사,재,어조사 재
3__,宰,재상,재,재상 재
5__,爭,다툴,쟁,다툴 쟁
5__,貯,쌓을,저,쌓을 저
4ii,低,낮을,저,낮을 저
4__,底,밑,저,밑 저
3ii,著,나타날,저,나타날 저
3ii,抵,막을,저,막을 저
5ii,的,과녁,적,과녁 적
5__,赤,붉을,적,붉을 적
4ii,敵,대적할,적,대적할 적
4__,積,쌓을,적,쌓을 적
4__,籍,문서,적,문서 적
4__,適,맞을,적,맞을 적
4__,績,길쌈,적,길쌈 적
4__,賊,도둑,적,도둑 적
3ii,跡,발자취,적,발자취 적
3ii,寂,고요할,적,고요할 적
3ii,笛,피리,적,피리 적
3ii,摘,딸,적,딸 적
3ii,蹟,자취,적,자취 적
3__,滴,물방울,적,물방울 적
7ii,電,번개,전,번개 전
7ii,前,앞,전,앞 전
7ii,全,온전,전,온전 전
6ii,戰,싸움,전,싸움 전
5ii,傳,전할,전,전할 전
5ii,典,법,전,법 전
5ii,展,펼,전,펼 전
4ii,田,밭,전,밭 전
4__,專,오로지,전,오로지 전
4__,轉,구를,전,구를 전
4__,錢,돈,전,돈 전
3ii,殿,전각,전,전각 전
5ii,節,마디,절,마디 절
5ii,切,끊을,절,끊을 절|온통 체
4ii,絶,끊을,절,끊을 절
4__,折,꺾을,절,꺾을 절
3__,竊,훔칠,절,훔칠 절
5ii,店,가게,점,가게 점
4__,點,점,점,점 점
4__,占,점령할/점칠,점,점령할/점칠 점
3ii,漸,점점,점,점점 점
4ii,接,이을,접,이을 접
3__,蝶,나비,접,나비 접
7ii,正,바를,정,바를 정
6ii,庭,뜰,정,뜰 정
6__,定,정할,정,정할 정
5ii,情,뜻,정,뜻 정
5__,停,머물,정,머물 정
4ii,政,정사,정,정사 정
4ii,程,한도/길,정,한도/길 정
4ii,精,정할,정,정할 정
4__,靜,고요할,정,고요할 정
4__,丁,고무래/장정,정,고무래/장정 정
4__,整,가지런할,정,가지런할 정
3ii,淨,깨끗할,정,깨끗할 정
3ii,頂,정수리,정,정수리 정
3ii,井,우물,정,우물 정
3ii,亭,정자,정,정자 정
3ii,廷,조정,정,조정 정
3ii,貞,곧을,정,곧을 정
3ii,征,칠,정,칠 정
3__,訂,바로잡을,정,바로잡을 정
8__,弟,아우,제,아우 제
6ii,第,차례,제,차례 제
6ii,題,제목,제,제목 제
4ii,濟,건널,제,건널 제
4ii,提,끌,제,끌 제
4ii,制,절제할,제,절제할 제
4ii,製,지을,제,지을 제
4ii,除,덜,제,덜 제
4ii,際,즈음/가,제,즈음/가 제
4ii,祭,제사,제,제사 제
4__,帝,임금,제,임금 제
3ii,諸,모두,제,모두 제
3ii,齊,가지런할,제,가지런할 제
3__,堤,둑,제,둑 제
7__,祖,할아비,조,할아비 조
6__,朝,아침,조,아침 조
5ii,調,고를,조,고를 조
5__,操,잡을,조,잡을 조
4ii,鳥,새,조,새 조
4ii,助,도울,조,도울 조
4ii,早,이를,조,이를 조
4ii,造,지을,조,지을 조
4__,條,가지,조,가지 조
4__,潮,밀물/조수,조,밀물/조수 조
4__,組,짤,조,짤 조
3ii,租,조세,조,조세 조
3ii,照,비칠,조,비칠 조
3ii,兆,억조,조,억조 조
3__,燥,마를,조,마를 조
3__,弔,조상할,조,조상할 조
7ii,足,발,족,발 족
6__,族,겨레,족,겨레 족
4ii,尊,높을,존,높을 존
4__,存,있을,존,있을 존
5ii,卒,마칠,졸,마칠 졸
3__,拙,졸할,졸,졸할 졸
5ii,種,씨,종,씨 종
5__,終,마칠,종,마칠 종
4ii,宗,마루,종,마루 종
4__,鍾,쇠북,종,쇠북 종
4__,從,좇을,종,좇을 종
3ii,縱,세로,종,세로 종
7ii,左,왼,좌,왼 좌
4__,座,자리,좌,자리 좌
3ii,坐,앉을,좌,앉을 좌
3__,佐,도울,좌,도울 좌
5__,罪,허물,죄,허물 죄
7__,住,살,주,살 주
7__,主,임금/주인,주,임금/주인 주
6ii,注,부을,주,부을 주
6__,晝,낮,주,낮 주
5ii,週,주일,주,주일 주
5ii,州,고을,주,고을 주
4ii,走,달릴,주,달릴 주
4__,酒,술,주,술 주
4__,朱,붉을,주,붉을 주
4__,周,두루,주,두루 주
3ii,柱,기둥,주,기둥 주
3ii,珠,구슬,주,구슬 주
3ii,株,그루,주,그루 주
3ii,奏,아뢸,주,아뢸 주
3ii,洲,물가,주,물가 주
3ii,鑄,쇠불릴,주,쇠불릴 주
3ii,宙,집,주,집 주
3__,舟,배,주,배 주
4ii,竹,대,죽,대 죽
4ii,準,준할,준,준할 준
3__,遵,좇을,준,좇을 준
3__,俊,준걸,준,준걸 준
8__,中,가운데,중,가운데 중
7__,重,무거울,중,무거울 중
4ii,衆,무리,중,무리 중
3ii,仲,버금,중,버금 중
3ii,卽,곧,즉,곧 즉
4ii,增,더할,증,더할 증
4__,證,증거,증,증거 증
3ii,憎,미울,증,미울 증
3ii,曾,일찍,증,일찍 증
3ii,症,증세,증,증세 증
3ii,蒸,찔,증,찔 증
3__,贈,줄,증,줄 증
7__,紙,종이,지,종이 지
7__,地,땅,지,땅 지
5ii,知,알,지,알 지
5__,止,그칠,지,그칠 지
4ii,志,뜻,지,뜻 지
4ii,指,가리킬,지,가리킬 지
4ii,支,지탱할,지,지탱할 지
4ii,至,이를,지,이를 지
4__,持,가질,지,가질 지
4__,智,슬기/지혜,지,슬기/지혜 지
4__,誌,기록할,지,기록할 지
3ii,之,갈,지,갈 지
3ii,池,못,지,못 지
3ii,枝,가지,지,가지 지
3__,只,다만,지,다만 지
3__,遲,더딜/늦을,지,더딜/늦을 지
7ii,直,곧을,직,곧을 직
4ii,職,직분,직,직분 직
4__,織,짤,직,짤 직
4ii,進,나아갈,진,나아갈 진
4ii,眞,참,진,참 진
4__,珍,보배,진,보배 진
4__,盡,다할,진,다할 진
4__,陣,진칠,진,진칠 진
3ii,陳,베풀/묵을,진,베풀/묵을 진
3ii,震,우레,진,우레 진
3ii,鎭,진압할,진,진압할 진
3ii,辰,별,진,별 진|때 신
3ii,振,떨칠,진,떨칠 진
5ii,質,바탕,질,바탕 질
3ii,疾,병,질,병 질
3ii,秩,차례,질,차례 질
3__,姪,조카,질,조카 질
6ii,集,모을,집,모을 집
3ii,執,잡을,집,잡을 집
3ii,徵,부를,징,부를 징
3__,懲,징계할,징,징계할 징
4ii,次,버금,차,버금 차
4__,差,다를,차,다를 차
3ii,此,이,차,이 차
3ii,借,빌/빌릴,차,빌/빌릴 차
3__,且,또,차,또 차
5ii,着,붙을,착,붙을 착
3ii,錯,어긋날,착,어긋날 착
3__,捉,잡을,착,잡을 착
4__,讚,기릴,찬,기릴 찬
3ii,贊,도울,찬,도울 찬
4ii,察,살필,찰,살필 찰
5ii,參,참여할,참,참여할 참
3__,慙,부끄러워할,참,부끄러워할 참
3__,慘,참혹할,참,참혹할 참
6ii,窓,창,창,창 창
5__,唱,부를,창,부를 창
4ii,創,비롯할,창,비롯할 창
3ii,昌,창성할,창,창성할 창
3ii,蒼,푸를,창,푸를 창
3ii,倉,곳집,창,곳집 창
3__,暢,화창할,창,화창할 창
4__,採,캘,채,캘 채
3ii,債,빚,채,빚 채
3ii,彩,채색,채,채색 채
3ii,菜,나물,채,나물 채
5ii,責,꾸짖을,책,꾸짖을 책
4__,冊,책,책,책 책
3ii,策,꾀,책,꾀 책
4ii,處,곳,처,곳 처
3ii,妻,아내,처,아내 처
3ii,尺,자,척,자 척
3ii,戚,친척,척,친척 척
3ii,拓,넓힐,척,넓힐 척
3__,斥,물리칠,척,물리칠 척
7__,千,일천,천,일천 천
7__,天,하늘,천,하늘 천
7__,川,내,천,내 천
4__,泉,샘,천,샘 천
3ii,踐,밟을,천,밟을 천
3ii,賤,천할,천,천할 천
3ii,淺,얕을,천,얕을 천
3ii,遷,옮길,천,옮길 천
3__,薦,천거할,천,천거할 천
5__,鐵,쇠,철,쇠 철
3ii,哲,밝을,철,밝을 철
3ii,徹,통할,철,통할 철
3__,尖,뾰족할,첨,뾰족할 첨
3__,添,더할,첨,더할 첨
3__,妾,첩,첩,첩 첩
8__,靑,푸를,청,푸를 청
6ii,淸,맑을,청,맑을 청
4ii,請,청할,청,청할 청
4__,聽,들을,청,들을 청
4__,廳,관청,청,관청 청
3__,晴,갤,청,갤 청
6ii,體,몸,체,몸 체
3ii,滯,막힐,체,막힐 체
3__,遞,갈릴,체,갈릴 체
3__,逮,잡을,체,잡을 체
3__,替,바꿀,체,바꿀 체
7__,草,풀,초,풀 초
5__,初,처음,초,처음 초
4__,招,부를,초,부를 초
3ii,超,뛰어넘을,초,뛰어넘을 초
3ii,肖,닮을/같을,초,닮을/같을 초
3ii,礎,주춧돌,초,주춧돌 초
3__,抄,뽑을,초,뽑을 초
3__,秒,분초,초,분초 초
3ii,觸,닿을,촉,닿을 촉
3ii,促,재촉할,촉,재촉할 촉
3__,燭,촛불,촉,촛불 촉
8__,寸,마디,촌,마디 촌
7__,村,마을,촌,마을 촌
4ii,總,다,총,다 총
4ii,銃,총,총,총 총
3__,聰,귀밝을,총,귀밝을 총
5__,最,가장,최,가장 최
3ii,催,재촉할,최,재촉할 최
7__,秋,가을,추,가을 추
4__,推,밀,추,밀 추
3ii,追,쫓을/따를,추,쫓을/따를 추
3__,醜,추할,추,추할 추
3__,抽,뽑을,추,뽑을 추
5__,祝,빌,축,빌 축
4ii,築,쌓을,축,쌓을 축
4ii,蓄,모을,축,모을 축
4__,縮,줄일,축,줄일 축
3ii,畜,짐승,축,짐승 축
3__,逐,쫓을,축,쫓을 축
3__,丑,소,축,소 축
7__,春,봄,춘,봄 춘
7__,出,날,출,날 출
5ii,充,채울,충,채울 충
4ii,忠,충성,충,충성 충
4ii,蟲,벌레,충,벌레 충
3ii,衝,찌를,충,찌를 충
4ii,取,가질,취,가질 취
4__,就,나아갈,취,나아갈 취
4__,趣,뜻,취,뜻 취
3ii,吹,불,취,불 취
3ii,醉,취할,취,취할 취
3__,臭,냄새,취,냄새 취
4ii,測,헤아릴,측,헤아릴 측
3ii,側,곁,측,곁 측
4__,層,층,층,층 층
5__,致,이를,치,이를 치
