hanja,kor,radical,radical_name,stroke_count,level,rep_pron
罷,마칠 파,网,그물 망,15,3급,파
判,판단할 판,刀,칼 도,7,4급,판
板,널 판,木,나무 목,8,5급,판
版,판목 판,片,조각 편,8,준3급,판
販,팔 판,貝,조개 패,11,3급,판
八,여덟 팔,八,여덟 팔,2,8급,팔
貝,조개 패,貝,조개 패,7,3급,패
敗,패할 패,攴,칠 복,11,5급,패
片,조각 편,片,조각 편,4,준3급,편
便,편할 편|똥오줌 변,人,사람 인,9,7급,편
偏,치우칠 편,人,사람 인,11,준3급,편
遍,두루 편,辵,쉬엄쉬엄갈 착,13,3급,편
編,엮을 편,糸,실 사|가는실 멱,15,준3급,편
篇,책 편,竹,대 죽,15,4급,편
平,평평할 평,干,방패 간,5,준7급,평
評,평할 평,言,말씀 언,12,4급,평
肺,허파 폐,肉,고기 육,8,준3급,폐
閉,닫을 폐,門,문 문,11,4급,폐
幣,화폐 폐,巾,수건 건,15,3급,폐
廢,폐할/버릴 폐,广,집 엄,15,준3급,폐
弊,폐단/해질 폐,廾,받들 공,15,준3급,폐
蔽,덮을 폐,艸,풀 초,16,3급,폐
包,쌀 포,勹,쌀 포,5,준4급,포
布,베/펼 포|보시 보,巾,수건 건,5,준4급,포
抱,안을 포,手,손 수,8,3급,포
胞,세포 포,肉,고기 육,9,4급,포
捕,잡을 포,手,손 수,10,준3급,포
浦,개 포,水,물 수,10,준3급,포
砲,대포 포,石,돌 석,10,준4급,포
飽,배부를 포,食,밥/먹을 식,14,3급,포
幅,폭 폭,巾,수건 건,12,3급,폭
暴,사나울 폭|모질 포,日,날 일,15,준4급,폭
爆,불터질 폭,火,불 화,19,4급,폭
表,겉 표,衣,옷 의,8,준6급,표
票,표 표,示,보일 시,11,준4급,표
漂,떠다닐 표,水,물 수,14,3급,표
標,표할 표,木,나무 목,15,4급,표
品,물건 품,口,입 구,9,준5급,품
風,바람 풍,風,바람 풍,9,준6급,풍
楓,단풍 풍,木,나무 목,13,준3급,풍
豊,풍년 풍,豆,콩 두,13,준4급,풍
皮,가죽 피,皮,가죽 피,5,준3급,피
彼,저 피,彳,조금걸을 척,8,준3급,피
被,입을 피,衣,옷 의,10,준3급,피
疲,피곤할 피,疒,병들어기댈 녁,10,4급,피
避,피할 피,辵,쉬엄쉬엄갈 착,17,4급,피
匹,짝 필,匸,감출 혜,4,3급,필
必,반드시 필,心,마음 심,5,준5급,필
畢,마칠 필,田,밭 전,11,준3급,필
筆,붓 필,竹,대 죽,12,준5급,필
下,아래 하,一,한 일,3,준7급,하
何,어찌 하,人,사람 인,7,준3급,하
河,물 하,水,물 수,8,5급,하
夏,여름 하,夊,천천히걸을 쇠,10,7급,하
荷,멜 하,艸,풀 초,11,준3급,하
賀,하례할 하,貝,조개 패,12,준3급,하
學,배울 학,子,아들 자,16,8급,학
鶴,학 학,鳥,새 조,21,준3급,학
汗,땀 한,水,물 수,6,준3급,한
旱,가물 한,日,날 일,7,3급,한
恨,한 한,心,마음 심,9,4급,한
限,한할 한,阜,언덕 부,9,준4급,한
寒,찰 한,宀,집 면,12,5급,한
閑,한가할 한,門,문 문,12,4급,한
暖,따뜻할 난,日,날 일,13,준4급,한
漢,한수/한나라 한,水,물 수,14,준7급,한
韓,한국/나라 한,韋,가죽 위,17,8급,한
割,벨 할,刀,칼 도,12,준3급,할
含,머금을 함,口,입 구,7,준3급,함
咸,다 함,口,입 구,9,3급,함
陷,빠질 함,阜,언덕 부,11,준3급,함
合,합할 합,口,입 구,6,6급,합
抗,겨룰 항,手,손 수,7,4급,항
巷,거리 항,己,몸 기,9,3급,항
恒,항상 항,心,마음 심,9,준3급,항
航,배 항,舟,배 주,10,준4급,항
項,항목 항,頁,머리 혈,12,준3급,항
港,항구 항,水,물 수,12,준4급,항
亥,돼지 해,亠,돼지해머리 두,6,3급,해
海,바다 해,水,물 수,10,준7급,해
害,해할 해,宀,집 면,10,준5급,해
奚,어찌 해,大,큰 대,10,3급,해
該,갖출/마땅 해,言,말씀 언,13,3급,해
解,풀 해,角,뿔 각,13,준4급,해
核,씨 핵,木,나무 목,10,4급,핵
行,다닐 행|항렬 항,行,다닐 행|항렬 항,6,6급,행
幸,다행 행,干,방패 간,8,준6급,행
向,향할 향,口,입 구,6,6급,향
享,누릴 향,亠,돼지해머리 두,8,3급,향
香,향기 향,香,향기 향,9,준4급,향
鄕,시골 향,邑,고을 읍,13,준4급,향
響,울릴 향,音,소리 음,22,준3급,향
許,허락할 허,言,말씀 언,11,5급,허
虛,빌 허,虍,호피무늬 호,12,준4급,허
軒,집 헌,車,수레 거/차,10,3급,헌
憲,법 헌,心,마음 심,16,4급,헌
獻,드릴 헌,犬,개 견,20,준3급,헌
險,험할 험,阜,언덕 부,16,4급,험
驗,시험 험,馬,말 마,23,준4급,험
革,가죽 혁,革,가죽 혁,9,4급,혁
玄,검을 현,玄,검을 현,5,준3급,현
現,나타날 현,玉,구슬 옥,11,준6급,현
絃,줄 현,糸,실 사|가는실 멱,11,3급,현
賢,어질 현,貝,조개 패,15,준4급,현
縣,고을 현,糸,실 사|가는실 멱,16,3급,현
懸,달 현,心,마음 심,20,준3급,현
顯,나타날 현,頁,머리 혈,23,4급,현
